label,img_path,logit
cat,https://clusterfun.cc/cifar10/cat/0298.png,1.7433998584747314
cat,https://clusterfun.cc/cifar10/cat/0267.png,10.90643310546875
cat,https://clusterfun.cc/cifar10/cat/0501.png,6.64517879486084
cat,https://clusterfun.cc/cifar10/cat/0515.png,3.469649314880371
cat,https://clusterfun.cc/cifar10/cat/0273.png,7.998842716217041
cat,https://clusterfun.cc/cifar10/cat/0529.png,0.22410377860069275
cat,https://clusterfun.cc/cifar10/cat/0918.png,16.542333602905273
cat,https://clusterfun.cc/cifar10/cat/0924.png,12.78643798828125
cat,https://clusterfun.cc/cifar10/cat/0930.png,6.827310562133789
cat,https://clusterfun.cc/cifar10/cat/0703.png,13.643933296203613
cat,https://clusterfun.cc/cifar10/cat/0065.png,16.66156005859375
cat,https://clusterfun.cc/cifar10/cat/0071.png,14.507505416870117
cat,https://clusterfun.cc/cifar10/cat/0717.png,20.985836029052734
cat,https://clusterfun.cc/cifar10/cat/0059.png,4.6318230628967285
cat,https://clusterfun.cc/cifar10/cat/0878.png,7.809878826141357
cat,https://clusterfun.cc/cifar10/cat/0850.png,-0.5864260196685791
cat,https://clusterfun.cc/cifar10/cat/0688.png,9.693747520446777
cat,https://clusterfun.cc/cifar10/cat/0844.png,9.287032127380371
cat,https://clusterfun.cc/cifar10/cat/0677.png,-0.19431911408901215
cat,https://clusterfun.cc/cifar10/cat/0111.png,15.302125930786133
cat,https://clusterfun.cc/cifar10/cat/0105.png,10.167868614196777
cat,https://clusterfun.cc/cifar10/cat/0663.png,-3.672882556915283
cat,https://clusterfun.cc/cifar10/cat/0893.png,14.743850708007812
cat,https://clusterfun.cc/cifar10/cat/0139.png,6.264522075653076
cat,https://clusterfun.cc/cifar10/cat/0887.png,10.399803161621094
cat,https://clusterfun.cc/cifar10/cat/0313.png,13.92367172241211
cat,https://clusterfun.cc/cifar10/cat/0475.png,15.960010528564453
cat,https://clusterfun.cc/cifar10/cat/0461.png,14.184852600097656
cat,https://clusterfun.cc/cifar10/cat/0307.png,7.563961505889893
cat,https://clusterfun.cc/cifar10/cat/0449.png,6.967263698577881
cat,https://clusterfun.cc/cifar10/cat/0448.png,18.855281829833984
cat,https://clusterfun.cc/cifar10/cat/0460.png,17.202077865600586
cat,https://clusterfun.cc/cifar10/cat/0306.png,17.507118225097656
cat,https://clusterfun.cc/cifar10/cat/0312.png,4.881509780883789
cat,https://clusterfun.cc/cifar10/cat/0474.png,-5.026549816131592
cat,https://clusterfun.cc/cifar10/cat/0138.png,-2.932994842529297
cat,https://clusterfun.cc/cifar10/cat/0886.png,13.168027877807617
cat,https://clusterfun.cc/cifar10/cat/0892.png,10.916757583618164
cat,https://clusterfun.cc/cifar10/cat/0104.png,10.838565826416016
cat,https://clusterfun.cc/cifar10/cat/0662.png,25.46502685546875
cat,https://clusterfun.cc/cifar10/cat/0676.png,-12.378832817077637
cat,https://clusterfun.cc/cifar10/cat/0110.png,11.867358207702637
cat,https://clusterfun.cc/cifar10/cat/0845.png,17.743192672729492
cat,https://clusterfun.cc/cifar10/cat/0689.png,27.764171600341797
cat,https://clusterfun.cc/cifar10/cat/0851.png,7.854676246643066
cat,https://clusterfun.cc/cifar10/cat/0879.png,6.822702407836914
cat,https://clusterfun.cc/cifar10/cat/0058.png,10.851346015930176
cat,https://clusterfun.cc/cifar10/cat/0070.png,3.768594264984131
cat,https://clusterfun.cc/cifar10/cat/0716.png,8.76015567779541
cat,https://clusterfun.cc/cifar10/cat/0702.png,10.032867431640625
cat,https://clusterfun.cc/cifar10/cat/0064.png,11.828319549560547
cat,https://clusterfun.cc/cifar10/cat/0931.png,5.88332986831665
cat,https://clusterfun.cc/cifar10/cat/0925.png,15.706454277038574
cat,https://clusterfun.cc/cifar10/cat/0919.png,10.035367965698242
cat,https://clusterfun.cc/cifar10/cat/0528.png,13.852346420288086
cat,https://clusterfun.cc/cifar10/cat/0514.png,15.441296577453613
cat,https://clusterfun.cc/cifar10/cat/0272.png,15.541912078857422
cat,https://clusterfun.cc/cifar10/cat/0266.png,23.274124145507812
cat,https://clusterfun.cc/cifar10/cat/0500.png,12.1783447265625
