img_path,label,mean_value,x,y
https://clusterfun.cc/mnist/9/4968.png,9,36.380102040816325,13.108035,9.576327
https://clusterfun.cc/mnist/9/3791.png,9,30.270408163265305,13.141216,9.478461
https://clusterfun.cc/mnist/9/1192.png,9,17.038265306122447,12.428789,8.075325
https://clusterfun.cc/mnist/9/3008.png,9,28.470663265306122,12.70299,7.363088
https://clusterfun.cc/mnist/9/4015.png,9,34.78188775510204,12.226386,7.2314134
https://clusterfun.cc/mnist/9/3034.png,9,36.63775510204081,12.858579,8.201685
https://clusterfun.cc/mnist/9/7246.png,9,28.01658163265306,12.038469,6.8325305
https://clusterfun.cc/mnist/9/3587.png,9,44.20663265306123,12.158807,6.7616673
https://clusterfun.cc/mnist/9/9733.png,9,32.764030612244895,11.362561,4.0613565
https://clusterfun.cc/mnist/9/7736.png,9,32.920918367346935,10.94197,6.0859213
https://clusterfun.cc/mnist/9/5135.png,9,31.661989795918366,11.367193,6.8124723
https://clusterfun.cc/mnist/9/1435.png,9,33.17857142857143,13.516079,8.358626
https://clusterfun.cc/mnist/9/9069.png,9,41.91709183673469,13.346215,7.8848977
https://clusterfun.cc/mnist/9/7044.png,9,25.372448979591837,10.914097,6.3966527
https://clusterfun.cc/mnist/9/758.png,9,26.160714285714285,11.878437,6.7595115
https://clusterfun.cc/mnist/9/1596.png,9,20.612244897959183,13.067293,8.66311
https://clusterfun.cc/mnist/9/7118.png,9,35.65433673469388,11.284541,5.9742193
https://clusterfun.cc/mnist/9/6560.png,9,25.806122448979593,12.017938,7.5931683
https://clusterfun.cc/mnist/9/4363.png,9,28.397959183673468,13.203125,8.827106
https://clusterfun.cc/mnist/9/4405.png,9,22.73469387755102,12.430161,8.327209
https://clusterfun.cc/mnist/9/1964.png,9,26.442602040816325,12.663163,7.7094536
https://clusterfun.cc/mnist/9/214.png,9,39.329081632653065,12.918955,7.7666984
https://clusterfun.cc/mnist/9/599.png,9,36.05484693877551,13.421915,8.620775
https://clusterfun.cc/mnist/9/3168.png,9,36.298469387755105,13.245433,8.507383
https://clusterfun.cc/mnist/9/2538.png,9,29.790816326530614,12.162068,7.3098097
https://clusterfun.cc/mnist/9/1743.png,9,29.213010204081634,12.830745,7.820277
https://clusterfun.cc/mnist/9/8001.png,9,39.6594387755102,12.388264,7.1389627
https://clusterfun.cc/mnist/9/5242.png,9,26.822704081632654,11.866532,6.0212317
https://clusterfun.cc/mnist/9/6039.png,9,24.581632653061224,13.515482,7.857077
https://clusterfun.cc/mnist/9/4174.png,9,34.473214285714285,12.2525625,6.850637
https://clusterfun.cc/mnist/9/598.png,9,31.739795918367346,12.734069,6.911322
https://clusterfun.cc/mnist/9/8028.png,9,35.22066326530612,12.569642,6.5801463
https://clusterfun.cc/mnist/9/2263.png,9,35.75637755102041,12.987016,9.675651
https://clusterfun.cc/mnist/9/1781.png,9,34.32015306122449,12.980836,8.725088
https://clusterfun.cc/mnist/9/7496.png,9,24.32908163265306,12.202909,6.4209485
https://clusterfun.cc/mnist/9/4835.png,9,37.326530612244895,12.508748,7.157008
https://clusterfun.cc/mnist/9/8955.png,9,36.880102040816325,11.42884,6.3648996
https://clusterfun.cc/mnist/9/2049.png,9,19.325255102040817,12.532697,8.271521
https://clusterfun.cc/mnist/9/1554.png,9,35.375,12.78171,6.8063617
https://clusterfun.cc/mnist/9/1232.png,9,27.029336734693878,12.404441,6.9505405
https://clusterfun.cc/mnist/9/4410.png,9,25.221938775510203,11.633654,6.24501
https://clusterfun.cc/mnist/9/2934.png,9,27.612244897959183,13.605227,7.973502
https://clusterfun.cc/mnist/9/3394.png,9,40.2844387755102,13.075156,9.648657
https://clusterfun.cc/mnist/9/1597.png,9,22.428571428571427,11.990145,6.2086782
https://clusterfun.cc/mnist/9/7680.png,9,25.478316326530614,12.116692,7.8981667
https://clusterfun.cc/mnist/9/2908.png,9,42.307397959183675,13.199232,9.007123
https://clusterfun.cc/mnist/9/7864.png,9,44.13647959183673,12.044957,7.158974
https://clusterfun.cc/mnist/9/759.png,9,24.215561224489797,11.994546,6.172514
https://clusterfun.cc/mnist/9/2883.png,9,44.13265306122449,11.53609,6.5202065
https://clusterfun.cc/mnist/9/2129.png,9,37.77423469387755,8.481375,-0.9749079
https://clusterfun.cc/mnist/9/8404.png,9,46.52423469387755,12.424916,7.2180433
https://clusterfun.cc/mnist/9/6401.png,9,27.2015306122449,12.361965,6.9933286
https://clusterfun.cc/mnist/9/62.png,9,17.54719387755102,12.3131275,8.167414
https://clusterfun.cc/mnist/9/9054.png,9,26.306122448979593,11.500795,5.961509
https://clusterfun.cc/mnist/9/4570.png,9,33.169642857142854,10.686419,5.898916
https://clusterfun.cc/mnist/9/2673.png,9,26.450255102040817,13.209173,8.158925
https://clusterfun.cc/mnist/9/9901.png,9,32.96938775510204,11.148878,6.0895243
https://clusterfun.cc/mnist/9/1385.png,9,26.223214285714285,13.118321,7.884624
https://clusterfun.cc/mnist/9/3592.png,9,20.350765306122447,13.099957,8.029026
https://clusterfun.cc/mnist/9/2854.png,9,32.869897959183675,11.0989485,6.534175
https://clusterfun.cc/mnist/9/639.png,9,32.5280612244898,11.772986,6.9417205
https://clusterfun.cc/mnist/9/7535.png,9,28.669642857142858,10.87954,6.084122
https://clusterfun.cc/mnist/9/1622.png,9,28.807397959183675,13.585713,8.0057535
https://clusterfun.cc/mnist/9/9530.png,9,30.757653061224488,10.800518,6.2906723
https://clusterfun.cc/mnist/9/4000.png,9,33.691326530612244,12.660692,9.747024
https://clusterfun.cc/mnist/9/4799.png,9,24.387755102040817,12.924072,8.685021
https://clusterfun.cc/mnist/9/5491.png,9,37.56505102040816,11.547124,6.8447723
https://clusterfun.cc/mnist/9/4016.png,9,23.067602040816325,10.942792,6.4836016
https://clusterfun.cc/mnist/9/9254.png,9,34.816326530612244,10.734795,5.5282693
https://clusterfun.cc/mnist/9/6173.png,9,58.69005102040816,9.10114,4.8746924
https://clusterfun.cc/mnist/9/1152.png,9,30.325255102040817,13.028257,7.1663203
https://clusterfun.cc/mnist/9/8374.png,9,53.963010204081634,12.394908,7.2213087
https://clusterfun.cc/mnist/9/3553.png,9,25.116071428571427,11.833886,6.742145
https://clusterfun.cc/mnist/9/8599.png,9,32.55612244897959,12.876517,7.8156652
https://clusterfun.cc/mnist/9/2088.png,9,36.121173469387756,13.627172,8.29651
https://clusterfun.cc/mnist/9/773.png,9,24.544642857142858,13.199604,8.234092
https://clusterfun.cc/mnist/9/7682.png,9,23.362244897959183,11.942256,6.7437696
https://clusterfun.cc/mnist/9/3369.png,9,24.256377551020407,15.616065,2.2551892
